ranking	app_name	publisher	ranking_type	ranking_change	has_in_app_purchases	report_date
338	IMDb Movies & TV	IMDb	Free	▼37	0	2013-07-06
338	SayHi Translate	SayHi	Paid	▲10	1	2013-07-06
338	PGA TOUR Caddie	Shotzoom Software	Grossing	▼64	1	2013-07-06
339	Houzz Interior Design Ideas	Houzz Inc.	Free	▼33	0	2013-07-06
339	AppZilla 3 : 150 in 1!	Fossil Software	Paid	▼8	0	2013-07-06
339	Trigger Fist	Lake Effect Applications	Grossing	▼26	1	2013-07-06
340	HBO GO	Home Box Office, Inc.	Free	▼31	0	2013-07-06
340	Mutant Fridge Mayhem - Gumball	Cartoon Network	Paid	▲33	1	2013-07-06
340	Star Warfare:Alien Invasion	Freyr Games	Grossing	▼28	1	2013-07-06
341	Big Fish Casino – Free Slots, Blackjack, Roulette, Poker and More!	Big Fish Games, Inc	Free	▼5	1	2013-07-06
341	F18 Carrier Landing	RORTOS DI SIMONETTO LUIGINO E C. SAS	Paid	▼49	1	2013-07-06
341	SongPop Free	FreshPlanet Inc.	Grossing	▲2	1	2013-07-06
342	C25K® - 5K Trainer FREE	Zen Labs	Free	▼10	1	2013-07-06
342	The Dark Knight Rises ™	Gameloft	Paid	▲28	1	2013-07-06
342	Epocrates	Epocrates	Grossing	▼55	1	2013-07-06
343	Tophatter	Tophatter, Inc.	Free	▲45	0	2013-07-06
343	Kid Tripp	Michael Burns	Paid	▲18	0	2013-07-06
343	Draw Something 2™	Zynga Inc.	Grossing	▲16	1	2013-07-06
344	MB: YouTube music video player edition (Download free app & play songs like radio! Share playlist URL to Facebook, Twitter, Google Gmail, Tumblr, Path, WhatsApp and Line. DISCLAIMER: This is not an mp3, lyric or ringtone downloader)	MixerBox Inc.	Free	▲1	0	2013-07-06
344	Toca Builders	Toca Boca AB	Paid	▲8	0	2013-07-06
344	Solitaire Blitz	PopCap	Grossing	▼19	1	2013-07-06
345	Mike Vick: GameTime	KBJ Games	Free	▼14	1	2013-07-06
345	Keynote	Apple	Paid	▼12	0	2013-07-06
345	Rhapsody	Rhapsody International Inc.	Grossing	▼17	1	2013-07-06
346	Video Star	Frontier Design Group	Free	=	1	2013-07-06
346	Grand Theft Auto: Chinatown Wars	Rockstar Games	Paid	▼6	0	2013-07-06
346	Runtastic PRO GPS Running, Walking & Fitness Tracker	runtastic	Grossing	▼13	1	2013-07-06
347	Kroger Co.	The Kroger Co.	Free	▼43	0	2013-07-06
347	Battery Power Pro	iHandy Inc.	Paid	▼21	0	2013-07-06
347	Blastron	Kabam	Grossing	▼24	1	2013-07-06
348	InstaGhost - Ghost Follower Analytics for Instagram Lite	Tappple	Free	▲31	1	2013-07-06
348	Bike Baron	Mountain Sheep	Paid	▼43	1	2013-07-06
348	Keynote	Apple	Grossing	▲3	0	2013-07-06
349	Cut Me In - Easy to use Photo Chop Background Adjuster to Superimpose yr images by Applause - not affiliated with Photoshop in any way!	Applause PTY LTD	Free	▲3	1	2013-07-06
349	Backbreaker 2: Vengeance	NaturalMotion	Paid	▼13	0	2013-07-06
349	DSM-5 Diagnostic Criteria	American Psychiatric Association	Grossing	(new)	0	2013-07-06
350	Eastern Bank Mobile	Eastern Bank	Free	(new)	0	2013-07-06
350	Wedding Dash Deluxe	PlayFirst, Inc.	Paid	▲15	1	2013-07-06
350	VIP Poker	TinyCo, Inc.	Grossing	▲116	1	2013-07-06
351	Hotel Tonight	DealBase Corp	Free	▼27	0	2013-07-06
351	Week Calendar - Easy and powerful calendar management app for iCal, Google, Outlook, Exchange and more	UtiliTap	Paid	▲86	1	2013-07-06
351	Mate1.com - Date Local Singles	Mate1.com	Grossing	▲45	1	2013-07-06
352	TextNow + Voice - Free Texting and Calling	Enflick, Inc.	Free	▲5	1	2013-07-06
352	Regular Show - Nightmare-athon	Cartoon Network	Paid	▼3	0	2013-07-06
352	Scribblenauts Remix	Warner Bros.	Grossing	=	1	2013-07-06
353	CamWow: Free photo booth effects live on camera!	Jing Chan	Free	▼2	1	2013-07-06
353	Big Day - Event Countdown	whatisid	Paid	▲41	0	2013-07-06
353	Book Of Heroes	Venan Entertainment, Inc.	Grossing	▲1	1	2013-07-06
354	Homestyler	Autodesk Inc.	Free	▼1	0	2013-07-06
354	Clear Vision 2	DPFLASHES STUDIOS	Paid	▼15	0	2013-07-06
354	iBlacklist - Block Unwanted Calls	Max Kub	Grossing	▲33	0	2013-07-06
355	Life360 Family Locator	Life360	Free	▼7	0	2013-07-06
355	Real Boxing™	Vivid Games	Paid	▲48	1	2013-07-06
355	Garmin U.S.A.	Garmin	Grossing	▼59	1	2013-07-06
356	Monster Doctor - kids games	George CL	Free	▼1	1	2013-07-06
356	Civilization Revolution	2K Games	Paid	▼118	1	2013-07-06
356	Pantheon the Legends	RedAtoms,Inc.	Grossing	▼54	1	2013-07-06
357	Bump	Bump Technologies, Inc.	Free	▲1	0	2013-07-06
357	CLUE	Electronic Arts	Paid	▼30	0	2013-07-06
357	Superimpose	Pankaj Goswami	Grossing	▲11	0	2013-07-06
358	Disney Super Speedway	Disney	Free	▲29	1	2013-07-06
358	Super Note: Recorder, Notes, Memos	Clear Sky Apps LTD	Paid	▲14	0	2013-07-06
358	Mirrorball Slots Mobile Edition	Plumbee	Grossing	▼3	1	2013-07-06
359	The Key	MonteRosa AB	Free	▼187	0	2013-07-06
359	Parking Mania	Clickgamer.com	Paid	▼38	1	2013-07-06
359	NOAA Radar Pro – Storm Alerts, Hurricane Tracker & Weather Forecast	Tap Nation	Grossing	▲42	0	2013-07-06
360	Pro Fonts - Emoji Fonts & Cool Fonts for Whatsapp, Hangouts, Viber	Cubic Crystal	Free	▲5	1	2013-07-06
360	iExit Interstate Exit Guide	Metrocket, LLC	Paid	▼48	0	2013-07-06
360	iPhoto	Apple	Grossing	▼29	0	2013-07-06
361	Pinger EX: Text Free + Free Calls	Pinger, Inc.	Free	▼14	1	2013-07-06
361	Pacific Rim	Reliance Big Entertainment UK Private Ltd	Paid	▼75	1	2013-07-06
361	THE GAME OF LIFE Classic Edition	Electronic Arts	Grossing	▼1	0	2013-07-06
362	Lep's World 2 Plus	nerByte GmbH	Free	▼22	1	2013-07-06
362	Toca Kitchen	Toca Boca AB	Paid	▼15	0	2013-07-06
362	Jackpot Slots - Slot Machines	Funzio, Inc	Grossing	▼45	1	2013-07-06
363	Emoticon Art-Text Emoji Pics &Unicode For Facebook,Twitter,Google&Tumblr	Jessie Tao	Free	▲23	0	2013-07-06
363	Cycloramic	Egos Ventures	Paid	(new)	1	2013-07-06
363	Cut the Rope: Time Travel	ZeptoLab UK Limited	Grossing	▲8	1	2013-07-06
364	AutoRap	Smule	Free	▼1	1	2013-07-06
364	BADLAND	Frogmind	Paid	▼19	0	2013-07-06
364	MLB.com Home Run Derby	MLB.com	Grossing	▼37	1	2013-07-06
365	Diamond Dash	wooga	Free	▼9	1	2013-07-06
365	True Skate	True Axis	Paid	▼52	1	2013-07-06
365	Monster Warlord	GAMEVIL Inc.	Grossing	▼66	1	2013-07-06
366	Free Books - Wattpad eBook Reader	Wattpad	Free	▼5	0	2013-07-06
366	The Moron Test	DistinctDev, Inc.	Paid	▲51	1	2013-07-06
366	Ashley Madison	AVID Dating Life	Grossing	▲16	1	2013-07-06
367	Crackle - Movies & TV	Crackle, Inc.	Free	▼13	0	2013-07-06
367	iHandy Carpenter	iHandy Inc.	Paid	▲21	0	2013-07-06
367	Zombie Gunship	Limbic Software	Grossing	▲33	1	2013-07-06
368	Beat the Boss 2	Game Hive Corp.	Free	▼4	1	2013-07-06
368	SimCity™ Deluxe	Electronic Arts	Paid	▼8	0	2013-07-06
368	Pixlgun 3D - Block World Pocket Survival Shooter with Skins Maker for Minecraft (PC edition)	Alex Krasnov	Grossing	▲123	1	2013-07-06
369	Hot or Not!	Or Not Limited	Free	▼31	0	2013-07-06
369	My Alarm Clock	Apalon	Paid	▼39	1	2013-07-06
369	What's the Phrase	Zynga Inc.	Grossing	▲17	1	2013-07-06
370	XFINITY™ TV Player	Comcast Interactive Media	Free	▼21	0	2013-07-06
370	Group Text!	Andrea Vettori	Paid	▲62	1	2013-07-06
370	Flutter: Butterfly Sanctuary	Mobage, Inc.	Grossing	▲72	1	2013-07-06
371	Color Effects FX HD Free - ReColor And Splash Photo Effect Editor para FB,Skype,MSn	Tao Lin	Free	▼12	0	2013-07-06
371	Hype Machine	The Hype Machine, Inc	Paid	▲37	0	2013-07-06
371	Bingo Blingo	SGN	Grossing	▼18	1	2013-07-06
372	Safeway	Safeway Inc.	Free	(new)	0	2013-07-06
372	Clash of the Olympians	Ironhide Game Studio	Paid	▼89	0	2013-07-06
372	Real Steel	Reliance Big Entertainment UK Private Ltd	Grossing	▼5	1	2013-07-06
373	Princess Salon™	Libii Tech Limited	Free	▼112	1	2013-07-06
373	Nick Jr Draw & Play	Nickelodeon	Paid	▲16	0	2013-07-06
373	9 Innings: 2013 Pro Baseball PLUS	Com2uS USA, Inc.	Grossing	▲16	1	2013-07-06
374	Hungry Shark Night	Future Games of London	Free	▲121	1	2013-07-06
374	Assistant - Personal Secretary	Component Studios	Paid	▲56	0	2013-07-06
374	Burner - Disposable Phone Numbers	Ad Hoc Labs, Inc	Grossing	▼10	1	2013-07-06
375	Mini Warriors	Triniti Interactive Limited	Free	▼7	1	2013-07-06
375	iClean - Remove and clean all the deleted temporary files from your iPhone, iPad or iPod	Monkey Taps	Paid	▼101	0	2013-07-06
375	Tagged Mobile App	Tagged Inc.	Grossing	▲58	1	2013-07-06
376	WATCH Disney Channel	Disney	Free	▼14	0	2013-07-06
376	Carnivores: Dinosaur Hunter Pro	Tatem Games	Paid	▼18	0	2013-07-06
376	Knightmare Tower	Juicy Beast Studio	Grossing	▲3	0	2013-07-06
377	Yidio	Yidio LLC	Free	▼17	0	2013-07-06
377	PocketPharmacist - Drug Information, Interaction Checker, and Medication Organizer	Danike, Inc.	Paid	▼68	1	2013-07-06
377	Tiny Tower	NimbleBit LLC	Grossing	▲35	1	2013-07-06
378	Sky Burger	NimbleBit LLC	Free	▼8	0	2013-07-06
378	Adobe Photoshop Touch for phone	Adobe	Paid	▲14	0	2013-07-06
378	Galaxy Empire	Tap4Fun	Grossing	▼70	1	2013-07-06
379	IKEA Catalog	Inter IKEA Systems B.V.	Free	(new)	0	2013-07-06
379	TuneIn Radio Pro	TuneIn	Paid	▼28	0	2013-07-06
379	The Price is Right™ Slots	Ludia	Grossing	▲42	1	2013-07-06
380	Rockstar Makeover!	Ninjafish Studios	Free	▼14	1	2013-07-06
380	Monsters, Inc. Run	Disney	Paid	▲10	1	2013-07-06
380	Gangstar Rio: City of Saints	Gameloft	Grossing	▼6	1	2013-07-06
381	Music Tube - Music video from Youtube	DYSoftware	Free	▼10	1	2013-07-06
381	Quick Scan Pro - QR & Barcode Scanner	iHandy Inc.	Paid	▲16	0	2013-07-06
381	StarMaker: Karaoke + Auto-Tune	StarMaker Sing & Share	Grossing	▲18	1	2013-07-06
382	Mint.com Personal Finance	Mint.com	Free	▼7	0	2013-07-06
382	MYSTIC*	Sara Acker	Paid	▼68	0	2013-07-06
382	Magisto - Magical Video Editor	SightEra Technologies Ltd	Grossing	▲21	1	2013-07-06
383	Skins for Minecraft: Creeper Edition	David Garcia	Free	▲67	1	2013-07-06
383	Alarm Clock Pro	iHandy Inc.	Paid	▼37	0	2013-07-06
383	MONOPOLY	Electronic Arts	Grossing	▼6	0	2013-07-06
384	My Disney Experience - Walt Disney World	Disney	Free	▲17	0	2013-07-06
384	WeatherBug Elite forecasts, radar & alerts	Earth Networks, Inc.	Paid	▲22	0	2013-07-06
384	Mickey Mouse Clubhouse Paint & Play	Disney	Grossing	▼37	0	2013-07-06
385	Battle Beach	Ember Entertainment	Free	▼58	1	2013-07-06
385	Instant Fitness : 600+ exercises, 100+ workouts, home workout trainer, on-the-go personal fitness trainer by Fitness Buddy and Instant Heart Rate	Azumio Inc.	Paid	▲28	1	2013-07-06
385	Angry Birds Seasons	Rovio Entertainment Ltd	Grossing	▼59	1	2013-07-06
386	MapQuest: Maps, GPS, Voice Navigation & Traffic	AOL Inc.	Free	▼17	1	2013-07-06
386	Pro HDR	eyeApps LLC	Paid	▼7	0	2013-07-06
386	Beat the Boss 2	Game Hive Corp.	Grossing	▼47	1	2013-07-06
387	Countdown‼ (with Facebook Event Countdowns)	Sevenlogics, Inc.	Free	▼3	1	2013-07-06
387	Pokedex Pro Elite	Maria De Lourdes GarcÃ­a Chavez	Paid	▼6	0	2013-07-06
387	모두의마블 for Kakao	CJ E&M	Grossing	▼14	1	2013-07-06
388	MTV	MTV Networks	Free	▼7	0	2013-07-06
388	Toca Hair Salon	Toca Boca AB	Paid	▼6	0	2013-07-06
388	SlingPlayer for iPhone	Sling Media	Grossing	▲6	0	2013-07-06
389	Backup Assistant	Verizon Wireless IT	Free	▲34	0	2013-07-06
389	Ticket to Ride Pocket	Days Of Wonder, Inc.	Paid	▼90	1	2013-07-06
389	Party in My Dorm	A Thinking Ape, Inc.	Grossing	▼8	1	2013-07-06
390	Photo Candy - Add Shapes and Patterns to your photos	DNA Apps LLC	Free	▲13	1	2013-07-06
390	J23 - Jordan Release Dates and History	Matt Berg	Paid	▼33	0	2013-07-06
390	MONOPOLY Hotels	Electronic Arts	Grossing	▲82	1	2013-07-06
391	Photo Collage Creator	Big Blue Clip, LLC	Free	▼15	1	2013-07-06
391	Super Stickman Golf 2	Noodlecake Studios Inc	Paid	▲72	1	2013-07-06
391	Skylanders Lost Islands™	Activision Publishing, Inc.	Grossing	▼8	1	2013-07-06
392	Fishing Kings Free+	Gameloft	Free	▼10	1	2013-07-06
392	Downcast	Jamawkinaw Enterprises	Paid	▲19	0	2013-07-06
392	UNO ™ & Friends – The Classic Card Game Goes Social!	Gameloft	Grossing	▼23	1	2013-07-06
393	T-Zero Countdown Timer	Dan Wesnor	Free	▼10	0	2013-07-06
393	Hi Guess the Food	Man Zhang	Paid	▲11	1	2013-07-06
393	Fit Brains Trainer	Vivity Labs	Grossing	▲9	1	2013-07-06
394	IFTTT	IFTTT	Free	(new)	0	2013-07-06
394	iFile	Darkness Production	Paid	▲33	0	2013-07-06
394	Tap Zoo	Pocket Gems, Inc.	Grossing	▲29	1	2013-07-06
395	WebMD – Trusted Information for Your Health and Wellness Questions	WebMD	Free	▼2	0	2013-07-06
395	Receiptmate - Scan your receipts into Evernote. Add them up.	Brilliant(ish) Software	Paid	(new)	0	2013-07-06
395	Mail+ for Outlook	iKonic Apps LLC	Grossing	▲42	0	2013-07-06
396	Orbitz Flights, Hotels, Cars	Orbitz	Free	▲4	0	2013-07-06
396	Day One (Journal / Diary)	Bloom Built, LLC	Paid	▼29	0	2013-07-06
396	Bubble Safari™	Zynga Inc.	Grossing	▲42	1	2013-07-06
397	Zappos Mobile	Zappos IP, Inc.	Free	▼8	0	2013-07-06
397	Thunderspace	Franz Bruckhoff	Paid	▼13	1	2013-07-06
397	Crime Inc.	Uken Games	Grossing	▼62	1	2013-07-06
398	Home Design Story	TeamLava	Free	▼6	1	2013-07-06
398	MADDEN NFL 12 by EA SPORTS™	Electronic Arts	Paid	▼15	0	2013-07-06
398	Six-Guns	Gameloft	Grossing	▼10	1	2013-07-06
399	Gilt on the Go	Gilt Groupe	Free	▼4	0	2013-07-06
399	Furniture For Minecraft	T-Logic	Paid	(new)	0	2013-07-06
399	Rc Plane 2	Frozen Pepper	Grossing	▲9	1	2013-07-06
400	Angry Birds Star Wars Free	Rovio Entertainment Ltd	Free	▼22	0	2013-07-06
400	MFL Mobile 2013	Eggplant Apps LLC	Paid	▲45	0	2013-07-06
400	Facetune	Lightricks Ltd.	Grossing	▼34	0	2013-07-06
401	Foursquare - Find Restaurants, Bars & Deals	Foursquare Labs, Inc.	Free	▼11	0	2013-07-06
401	Bookworm	PopCap	Paid	▼5	0	2013-07-06
401	Mike Vick: GameTime	KBJ Games	Grossing	▲67	1	2013-07-06
402	5-0 Radio Police Scanner Lite (Free)	Smartest Apps LLC	Free	▼35	0	2013-07-06
402	Gangstar Rio: City of Saints	Gameloft	Paid	▲56	1	2013-07-06
402	TextNow + Voice - Free Texting and Calling	Enflick, Inc.	Grossing	▲2	1	2013-07-06
403	WeatherBug forecasts, radar & alerts	Earth Networks, Inc.	Free	(new)	0	2013-07-06
403	Diet & Food Tracker - SparkPeople	SparkPeople	Paid	▲53	0	2013-07-06
403	Mermaid World	Crowdstar Inc	Grossing	▼62	1	2013-07-06
404	iGun Pro™ - The Original Gun Application	Crimson Moon Entertainment LLC	Free	=	1	2013-07-06
404	NFL Quarterback 13	Full Fat	Paid	▼35	1	2013-07-06
404	Text Free: Real Phone Number Included with Textfree	Pinger, Inc.	Grossing	▼11	1	2013-07-06
405	Doodle Truck 2	Triniti Interactive Limited	Free	▼64	1	2013-07-06
405	Craigslist	Lifelike Apps, Inc	Paid	▼27	1	2013-07-06
405	Couch-to-5K	The Active Network, Inc.	Grossing	▼30	1	2013-07-06
406	Songza	Songza Media, Inc.	Free	▼21	0	2013-07-06
406	AirMusic	Plutinosoft	Paid	▼51	0	2013-07-06
406	Slots by Kabam	Kabam	Grossing	(new)	1	2013-07-06
407	Wits & Wagers: Trivia Party	Backflip Studios	Free	▼27	1	2013-07-06
407	Knots 3D	Nynix	Paid	▲60	0	2013-07-06
407	神仙道	PinIdea Co., Ltd.	Grossing	▲22	1	2013-07-06
408	Talking Ben the Dog	Out Fit 7 Ltd.	Free	▼17	1	2013-07-06
408	Dragon Island Blue	NTT Resonant Inc.	Paid	▲54	1	2013-07-06
408	Dark Sky - Weather Radar, Hyperlocal Forecasts, and Storm Alerts	Jackadam	Grossing	▲54	0	2013-07-06
409	Zoomed In - Photo Game	Juxta Labs, Inc	Free	(new)	1	2013-07-06
409	Slender Rising	Michael Hegemann	Paid	▲44	0	2013-07-06
409	Battle Bears Gold	SkyVu Pictures	Grossing	▼11	1	2013-07-06
410	Trigger Fist	Lake Effect Applications	Free	▼16	1	2013-07-06
410	Get Running (Couch to 5K)	Benjohn Barnes	Paid	▲15	0	2013-07-06
410	Celtic Tribes	XYRALITY GmbH	Grossing	▲69	1	2013-07-06
411	American Airlines	American Airlines	Free	▼4	0	2013-07-06
411	Golfshot: Golf GPS	Shotzoom Software	Paid	▼37	1	2013-07-06
411	Kingdom Rush	Armor Games Inc	Grossing	▲8	1	2013-07-06
412	shopkick	shopkick	Free	▲75	0	2013-07-06
412	Virtual Families	Last Day of Work	Paid	▼50	0	2013-07-06
412	SongPop	FreshPlanet Inc.	Grossing	▼20	1	2013-07-06
413	Merriam-Webster Dictionary	Merriam-Webster, Inc.	Free	▲15	0	2013-07-06
413	Machine World	Trino AB	Paid	▼11	0	2013-07-06
413	Farming Simulator 2012	astragon Software GmbH	Grossing	▲11	1	2013-07-06
414	Hollister	Abercrombie & Fitch	Free	▼130	0	2013-07-06
414	Image Blender	Johan Andersson	Paid	▲2	0	2013-07-06
414	Iron Force	Chillingo Ltd	Grossing	▼8	1	2013-07-06
415	TRANSFORMERS Legends	Mobage, Inc.	Free	▲59	1	2013-07-06
415	BLOODMASQUE	SQUARE ENIX	Paid	▼24	1	2013-07-06
415	TapeACall Pro - Record Calls	Epic Enterprises	Grossing	▲61	0	2013-07-06
416	InstaMessage	MobileTrends Inc.	Free	▲13	1	2013-07-06
416	Justin.tv	Justin.tv	Paid	▼11	1	2013-07-06
416	Black Gate: Inferno	Glu Games Inc.	Grossing	▼31	1	2013-07-06
417	Dashlane Password Manager & Secure Digital Wallet App for iPhone  - Secure Encryption for Passwords, Passcodes, Credit Cards, Notes, and Personal Data	Dashlane	Free	▲51	1	2013-07-06
417	Tower Defense®	Com2uS USA, Inc.	Paid	▲64	1	2013-07-06
417	Emoji>	Emoji+	Grossing	▲14	1	2013-07-06
418	Photo Reflection	Big Blue Clip, LLC	Free	▼20	1	2013-07-06
418	Mystical Eyeball	SKH Apps	Paid	(new)	0	2013-07-06
418	Dungeon Hunter 4	Gameloft	Grossing	▼42	1	2013-07-06
419	Square Register	Square, Inc.	Free	▲66	0	2013-07-06
419	Big Button Box Pro	Shaved Labs Ltd	Paid	▼18	0	2013-07-06
419	The World of Magic	Com2uS USA, Inc.	Grossing	(new)	1	2013-07-06
420	GymPact - Cash reward to motivate gym, home, and RunKeeper workouts	GymPact	Free	▼43	0	2013-07-06
420	Sonic The Hedgehog	SEGA	Paid	▼22	0	2013-07-06
420	PokéBuilder - Build a Monster Cheat - For Pokémon	Celadon Software Ltd.	Grossing	▼4	1	2013-07-06
421	Downloader &amp; Private Browser Free	Mirmay Limited	Free	▼10	1	2013-07-06
421	1Password - Password Manager and Secure Wallet	AgileBits Inc.	Paid	▲26	0	2013-07-06
421	Online Soccer Manager	Gamebasics BV	Grossing	▲13	1	2013-07-06
422	Guitar! by Smule	Smule	Free	▼6	1	2013-07-06
422	Flightradar24 Pro	Svenska Resenatverket AB	Paid	▼36	1	2013-07-06
422	Doc McStuffins:  Time For Your Check Up!	Disney	Grossing	▼12	0	2013-07-06
423	Draw Something Free	OMGPOP	Free	▼27	1	2013-07-06
423	StarMap 3D+: Stargazing and Astronomy	Sanville Software	Paid	▼125	0	2013-07-06
423	My Forged Wedding	Voltage inc.	Grossing	▼43	1	2013-07-06
424	Mouse Maze Free Game - by Top Free Games	Top Free Games	Free	▼15	1	2013-07-06
424	9 Innings: 2013 Pro Baseball PLUS	Com2uS USA, Inc.	Paid	▲41	1	2013-07-06
424	Dictionary.com Dictionary & Thesaurus Premium	Dictionary.com, LLC	Grossing	▲41	1	2013-07-06
425	▻Sudoku	Finger Arts	Free	▼28	0	2013-07-06
425	Guitar Hero	Activision Publishing, Inc.	Paid	▼15	1	2013-07-06
425	GROWLr: Gay Bear Social Network	Initech LLC	Grossing	▲32	1	2013-07-06
426	CamWow Retro: Vintage photo booth effects live on camera!	Jing Chan	Free	▼13	1	2013-07-06
426	Fantastical	Flexibits Inc.	Paid	▲17	0	2013-07-06
426	Proloquo2Go	AssistiveWare	Grossing	(new)	0	2013-07-06
427	MLB.com Home Run Derby	MLB.com	Free	▼128	1	2013-07-06
427	Tangent	Ben Guerrette	Paid	▲7	1	2013-07-06
427	Star Walk™ - 5 Stars Astronomy Guide	Vito Technology Inc.	Grossing	▼37	0	2013-07-06
428	SongPop Free	FreshPlanet Inc.	Free	▼29	1	2013-07-06
428	TapeACall Pro - Record Calls	Epic Enterprises	Paid	(new)	0	2013-07-06
428	Doodle God™	JoyBits Ltd.	Grossing	▼106	1	2013-07-06
429	Zoosk - #1 dating app	Zoosk, Inc.	Free	▼24	1	2013-07-06
429	The Sims 3 World Adventures	Electronic Arts	Paid	(new)	0	2013-07-06
429	Micromedex Drug Interactions	Truven Health Analytics Inc.	Grossing	▼115	1	2013-07-06
430	Magisto - Magical Video Editor	SightEra Technologies Ltd	Free	▼15	1	2013-07-06
430	Someecards	Someecards, Inc.	Paid	▲52	0	2013-07-06
430	Sanford Guide	Antimicrobial Therapy, Inc.	Grossing	▲57	1	2013-07-06
431	AAA Mobile	AAA	Free	▲11	0	2013-07-06
431	Daniel Tiger’s Neighborhood: Play at Home with Daniel	PBS KIDS	Paid	(new)	0	2013-07-06
431	Scanner Pro by Readdle	Readdle	Grossing	▲21	1	2013-07-06
432	Hobby Lobby	Hobby Lobby Stores, Inc.	Free	▲27	0	2013-07-06
432	Bridge Constructor	Headup Games GmbH & Co KG	Paid	▲28	1	2013-07-06
432	iDownloader Pro - Downloads and Download Manager	Apps4Stars	Grossing	▲13	0	2013-07-06
433	Priceline	priceline.com	Free	▲18	0	2013-07-06
433	Fionna Fights - Adventure Time	Cartoon Network	Paid	▼11	0	2013-07-06
433	WhosHere	MyRete	Grossing	▼42	1	2013-07-06
434	Pic Effects Editor - Pictures/Photos Funny Creator for Path,SnapChat,Tumblr,Kik,Vine&Tango Free	De Hui Meng	Free	▼28	0	2013-07-06
434	InstaFollowers on Instagram - Follow and Unfollow Tracker for My InstaFollow Followers and Unfollowers on iPad and iPhone	Component Studios	Paid	▼47	0	2013-07-06
434	KingdomConquest	SEGA CORPORATION	Grossing	(new)	1	2013-07-06
435	Talking Tom Cat	Out Fit 7 Ltd.	Free	▲6	1	2013-07-06
435	Math Bingo	ABCya.com	Paid	▲40	0	2013-07-06
435	Haypi Monster	Haypi Co., Ltd.	Grossing	▼9	1	2013-07-06
436	Any Video for Kik FREE - Send Videos on Kik Messenger	Happy Bits	Free	▼17	0	2013-07-06
436	FratMusic	Broftware	Paid	▼29	0	2013-07-06
436	VIZ Manga for iPhone & iPod Touch	VIZ Media, LLC	Grossing	(new)	1	2013-07-06
437	Papa John's Pizza	Papa John's International Inc.	Free	▲6	0	2013-07-06
437	Video Tube for YouTube	Yau You Music Video Professionals - Tube Studio	Paid	▼129	0	2013-07-06
437	Skout+ - Meet, Chat, Friend	Skout, Inc.	Grossing	▲58	1	2013-07-06
438	Trulia Rentals - Find Homes and Apartments for Rent	Trulia	Free	▼28	0	2013-07-06
438	Minecraft Explorer Pro	57Digital Ltd	Paid	▼17	1	2013-07-06
438	Nemo's Reef	Disney	Grossing	▲32	1	2013-07-06
439	LIVESTRONG.COM - Calorie Tracker LITE - Your Free Diet and Fitness Calorie Counter for Better Health	Demand Media, Inc.	Free	▲16	0	2013-07-06
439	MahJong	Byterun	Paid	▼20	0	2013-07-06
439	Ridiculous Fishing - A Tale of Redemption	Vlambeer	Grossing	▼26	0	2013-07-06
440	Road Warrior Racing Multiplayer - by Top Free Apps and Games	Top Free Apps and Games	Free	▲17	1	2013-07-06
440	Simply Being - Guided Meditation for Relaxation and Presence	Meditation Oasis	Paid	▲21	0	2013-07-06
440	MilliTalk – Free Calling & Texts, International Phone Calls	Millicorp	Grossing	▲48	1	2013-07-06
441	Urbanspoon	Urbanspoon	Free	▼20	0	2013-07-06
441	Runtastic Road Bike PRO GPS Cycling Computer & Tracker	runtastic	Paid	▲25	0	2013-07-06
441	My Horse	NaturalMotion	Grossing	▼23	1	2013-07-06
442	Cool Wallpapers HD & Retina Free with Facebook & Twitter for iPhone iPod iPad	Kappboom Inc.	Free	▼22	1	2013-07-06
442	Diner Dash Deluxe	PlayFirst, Inc.	Paid	▼33	1	2013-07-06
442	The Dark Knight Rises ™	Gameloft	Grossing	▲19	1	2013-07-06
443	Zillow Rentals – Apartments & Homes for Rent	Zillow.com	Free	▼25	0	2013-07-06
443	ProCam	Samer Azzam	Paid	▼44	1	2013-07-06
443	TETRIS®	Electronic Arts	Grossing	▼28	1	2013-07-06
444	Polyvore - Fashion, Style & Shopping	Polyvore	Free	▲8	0	2013-07-06
444	Oldify 2	Apptly LLC	Paid	▼44	1	2013-07-06
444	Slots Wheel Deal – free live multiplayer casino slot	Advanced Games Lab Limited	Grossing	▼19	1	2013-07-06
445	Apartment List - Rentals, Apartments & Homes for Rent	Apartment List	Free	▼15	0	2013-07-06
445	Bag It!	Hidden Variable Studios	Paid	▲54	1	2013-07-06
445	Valkyrie Crusade	NUBEE PTE. LTD.	Grossing	▼38	1	2013-07-06
446	Where's My Water? Free	Disney	Free	▼20	0	2013-07-06
446	Traktor DJ for iPhone	NATIVE INSTRUMENTS GmbH	Paid	▼69	0	2013-07-06
446	Tiny Castle	TinyCo, Inc.	Grossing	▼96	1	2013-07-06
447	Credit Karma Mobile - Free Credit Score & Credit Monitoring	Credit Karma, Inc.	Free	▲41	0	2013-07-06
447	Granny Smith	Mediocre AB	Paid	▼19	1	2013-07-06
447	Mirrors of Albion HD	Game Insight, LLC	Grossing	▼36	1	2013-07-06
448	Lemon Wallet	Lemon, Inc.	Free	▼75	1	2013-07-06
448	ProCamera	Cocologics	Paid	▼12	0	2013-07-06
448	Dictionary.com Dictionary & Thesaurus	Dictionary.com, LLC	Grossing	▲29	1	2013-07-06
